id,track.name,artist,genres,instrumentalness,energy,loudness,danceability,liveness,speechiness,Cluster
3XxBSvDZKH5YvZZjTpn6eR,Red House,Jimi Hendrix,blues,0.02362869198312236,0.4790776254789369,0.773168720509414,0.2864529472595657,0.14532551681579758,0.06582446808510639,0
6gJnxMZphJt3sk2JJXTkoJ,Boom Boom,John Lee Hooker,blues,0.007025316455696202,0.3946037269079537,0.6736451509459892,0.6680455015511892,0.05697829887894683,0.3377659574468085,0
2FtX5tOFUVOyjcGQiuGR8f,"Damn Right, I've Got the Blues",Buddy Guy,blues,0.06856540084388185,0.9235712346262535,0.8382885152778413,0.3650465356773526,0.3037128458294765,0.10079787234042553,0
3kkCpDqhrOEBf0eOR2igEE,Give Me Back My Wig - Remastered,Hound Dog Taylor,blues,0.003259493670886076,0.9074809682317804,0.8116038297677401,0.6628748707342296,0.09801501594158182,0.07207446808510638,0
1yKah8BCP3Vgq2tPBOLKL0,All Your Love - Stereo,John Mayall & The Bluesbreakers,blues,5.358649789029536e-05,0.6259013063285029,0.8479316505565989,0.33195449844881075,0.33559600946210016,0.04015957446808511,0
5MVMARaMoclifNmBtPu0dD,Love Struck Baby,Stevie Ray Vaughan,blues,0.04883966244725738,0.876306077092489,0.7350542855833981,0.5667011375387798,0.15869587575851074,0.061569148936170215,0
2hv2NiSq8p4pgL28pxcqAJ,Trouble No More,Allman Brothers Band,blues,0.001508438818565401,0.5675740906485383,0.7057583947959136,0.5749741468459153,0.07405121875964209,0.044281914893617026,0
61K6lqGyrl2Aerk0LjAZem,Rollin' Stone,Muddy Waters,blues,4.535864978902954e-05,0.016683594967769184,0.5104677264189839,0.6504653567735263,0.08978710274606604,0.11077127659574468,0
3ocm1Cf1Dk1ODrdBdybh82,Born Under A Bad Sign - Mono Mix,Albert King,blues,0.012658227848101266,0.4831001920775551,0.7106830363278207,0.7352637021716649,0.009976344749562892,0.03962765957446809,0
2Qj1FilGsXITZbFVmVeoLy,I'm Tore Down,Freddie King,blues,4.8839662447257386e-05,0.4961735335230644,0.7126757982500342,0.6618407445708376,0.16898076725290548,0.05492021276595745,0
2ROJOb98GorxStuOuZWcGd,Have You Ever Loved A Woman?,Derek & The Dominos,blues,0.05590717299578059,0.6490310642705579,0.8118328828622474,0.313340227507756,0.3993623367273475,0.06808510638297872,0
3YGsgJqtIWKjMjZtKLk11Z,Be Careful With a Fool,Johnny Winter,blues,0.044092827004219404,0.7375275294401593,0.7851252920426954,0.30403309203722856,0.08567314614830814,0.2007978723404255,0
5goa9CsIDXc9G0Df9dL9ft,Stone Crazy,Buddy Guy,blues,0.00012447257383966243,0.4639930007341185,0.7012689541435704,0.4622543950361944,0.23686105111591071,0.15957446808510636,0
1i7nQGgwloILcp6ZftH2Qa,Call It Stormy Monday,T-Bone Walker,blues,0.002046413502109705,0.3000734118404248,0.7063081222227312,0.626680455015512,0.023860948266995783,0.056249999999999994,0
2wnjZXcAT3rCjjqxLeHjv7,Going Down,Freddie King,blues,0.00012552742616033755,0.5263427830127013,0.7074533876952677,0.5842812823164426,0.09390105934382392,0.04853723404255319,0
58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,blues,0.00022679324894514768,0.7365218877905048,0.7182188831371111,0.6184074457083765,0.6811683636737633,0.1293882978723404,2
1oFxUEfggP19VJZ8LReLd5,Don't Start Me To Talkin',Sonny Boy Williamson II,blues,0.0004356540084388186,0.8099337282152879,0.8343029914334141,0.7197518097207859,0.46724262059035276,0.15558510638297873,2
2bIfM0ZOF4gxK1BeqH3Djm,Why I Sing The Blues,B.B. King,blues,0.0018459915611814346,0.49516789187340987,0.7017041550231342,0.8190279214064117,0.056875449964002886,0.07007978723404255,0
760clbeDBWmBsBLbszWuNZ,I'm A Man,Bo Diddley,blues,0.0,0.5464556160057926,0.6085024508681112,0.5305067218200621,0.15561040831019232,0.05199468085106383,0
1HRx7dciQYCv76XvbBDAGM,T-Bone Shuffle,Albert Collins,blues,0.19831223628691982,0.6962962218043223,0.7411700032067432,0.5553257497414685,0.06716034145839762,0.05013297872340425,0
7mNFrf8IfgaWMFCz64CtK4,Boogie Chillen,John Lee Hooker,blues,0.01909282700421941,0.3664457607176259,0.808374181135187,0.7021716649431231,0.0867016352977476,0.07101063829787234,0
65VzqBb5ogD2xIFD8jetMG,Got My Mojo Working,Muddy Waters,blues,8.575949367088607e-05,0.7807701203753056,0.75768473132072,0.5367114788004137,0.2749151496451712,0.08617021276595745,0
0RTjFVHvqjTdpX2NawwyXI,Stumble,Freddie King,blues,0.33544303797468356,0.6128279648829936,0.7438270191030281,0.7011375387797312,0.14943947341355548,0.04507978723404255,0
4c0Mgs559lG4sPiEC3XcxY,To Know You Is To Love You,B.B. King,blues,0.33438818565400846,0.3835416687617535,0.5963168262403225,0.9017580144777664,0.051424457471973675,0.05159574468085106,0
5PHnHhiVMiMjzYOqz7AJQQ,Feels Like Rain (feat. Bonnie Raitt),Buddy Guy,blues,0.0015189873417721519,0.4468970926899909,0.7512025287461632,0.5718717683557395,0.07816517535739999,0.0386968085106383,0
1ekio2Gk6WycLArAUJZfxM,Albert's Shuffle,Mike Bloomfield,blues,0.6645569620253164,0.4921509669244462,0.7220211645059325,0.313340227507756,0.2769721279440502,0.05186170212765957,1
4Gia17DzXBhYFbYiJj6SyW,Working Man,Otis Rush,blues,0.0004409282700421941,0.6259013063285029,0.7166384167850106,0.6546018614270941,0.1905790393911344,0.05797872340425532,0
5Oc0vLGWdEWeCqIU8zyELt,Hound Dog,Big Mama Thornton,blues,3.786919831223629e-05,0.5424330494071743,0.7186769893261258,0.5822130299896587,0.3458809009564949,0.12792553191489361,0
0tYJ6uY0ETQOtOM8KySMSp,Mean Mistreater,Johnny Winter,blues,0.007679324894514768,0.49013968362513705,0.7676256356223372,0.5729058945191314,0.31708320477218965,0.03550531914893617,0
5bC6ONDsL88snGN6QasjZH,Help Me,Sonny Boy Williamson II,blues,0.022468354430379745,0.43583503454379074,0.7471940995922854,0.7704239917269907,0.6081456340635606,0.05718085106382978,2
44s75M70lhq25s3CiW0pxq,Should I Wait,Luther Allison,blues,0.0006687763713080169,0.7395388127394685,0.7484309863026248,0.6597724922440538,0.19777846343721073,0.03603723404255319,0
3E0VKSvZp76kvBU2WwwBul,Leaving Trunk,Taj Mahal,blues,0.008565400843881858,0.5022073834209918,0.724517843236062,0.5604963805584282,0.1597243649079502,0.06848404255319149,0
2HUZVffVPXvqnrml0gXggp,Smokestack Lightnin',Howlin' Wolf,blues,0.0001350210970464135,0.3413047194762619,0.5927206926565577,0.6835573940020683,0.24817443175974496,0.05718085106382978,0
36ccrof5DFicLrejE4hEye,Walking By Myself,Jimmy Rogers,blues,0.0025949367088607595,0.5193032914651194,0.6621924962206238,0.642192347466391,0.14738249511467655,0.1356382978723404,0
6f3OYG5R630tjwFIHIE7j2,Scratch My Back,The Fabulous Thunderbirds,blues,0.02310126582278481,0.49919045847202814,0.8029914334142654,0.8014477766287488,0.09801501594158182,0.05518617021276596,0
512gC8sU5PxZAFrskHEfzk,Little Angel Child,Jimmy Dawkins,blues,0.030063291139240507,0.6389746477740122,0.8011361033487562,0.5170630816959669,0.18543659364393705,0.061303191489361704,0
79lwbvYgFFw3eNbBx4bBRw,Two Bugs and a Roach,Earl Hooker,blues,0.005632911392405063,0.5685797322981929,0.6792340464519675,0.5408479834539814,0.0836161678494292,0.09986702127659575,0
0WvSYVnEXD7QLa5pDJ920S,Crosscut Saw - Mono Mix,Albert King,blues,0.8270042194092827,0.41169963495208123,0.6415319070960648,0.8686659772492245,0.022935308032500257,0.07446808510638298,1
3NWDb3bbMBTArBblzG4jMX,The Things That I Used To Do,Guitar Slim,blues,0.0,0.30208469513973396,0.6542443538412204,0.4963805584281282,0.07219993829065105,0.05106382978723404,0
3Gq3uFAdJltar4ddwboPby,Little Red Rooster,Willie Dixon,blues,0.22151898734177214,0.27694365389836995,0.5422144853176967,0.6039296794208894,0.24303198601254755,0.04148936170212766,0
0h06YSqzwbAU9ZDuIvw8pk,Love Me Like a Man - 2008 Remaster,Bonnie Raitt,blues,3.322784810126582e-05,0.5253371413630468,0.7021851665215997,0.6153050672182007,0.18337961534505812,0.0663563829787234,0
1cRTAPP2FG9h2WiYMOIVIK,The Sky Is Crying,Elmore James,blues,0.4588607594936709,0.6118223232333391,0.8239039809427824,0.30403309203722856,0.09801501594158182,0.04627659574468085,1
7BbQQzr1suaBHpJDXDXIj9,Texas Flood,Larry Davis,blues,8.080168776371309e-05,0.27593801224871534,0.6902973109166703,0.4829369183040331,0.18646508279337654,0.03763297872340425,0
3gg0xEc2b4eEbYySLmfFU1,Mean Old World,T-Bone Walker,blues,0.01181434599156118,0.23370106296322368,0.6175729534106005,0.7549120992761117,0.04895608351331894,0.047207446808510634,0
4lbqUtqgX3dITgYJMBjCDS,Ain't Got Nobody,Hound Dog Taylor,blues,0.008565400843881858,0.72445418799465,0.6491364698337074,0.5542916235780766,0.2769721279440502,0.05518617021276596,0
35X1ucjCm7rHK80qJ413ci,Somebody Loan Me A Dime,Fenton Robinson,blues,2.5949367088607597e-05,0.5846699986926659,0.7644417976086856,0.7135470527404343,0.2862285302890054,0.09920212765957447,0
57W5o6ojTFtydDMZ0mDDB3,Juke,Little Walter,blues,0.9451476793248945,0.658081839117449,0.7308626139539145,0.5853154084798345,0.14121156021803968,0.09215425531914893,1
2Cg3GUkhjX96nO4p2WRlIa,She's A Sweet One,Junior Wells,blues,0.027953586497890294,0.4831001920775551,0.6878235374959916,0.7290589451913133,0.18852206109225547,0.07207446808510638,0
2PcbVKT28p9mOlWBDL371J,I Can't Quit You Baby,Willie Dixon,blues,0.04578059071729958,0.23470670461287824,0.5785194007971046,0.48500517063081694,0.20189242003496863,0.04840425531914894,0
6ECnAHxGQilDe32zQqfdz3,You Don't Want Me,Earl Hooker,blues,0.00022573839662447256,0.4639930007341185,0.5798020981263456,0.6132368148914168,0.15149645171243445,0.04973404255319149,0
227N0C668UQBiN3T4HFzoQ,Blue Monday Hangover - Remastered,Albert Collins,blues,0.03090717299578059,0.6852341636581222,0.833638737459343,0.4105480868665978,0.051630155301861574,0.09601063829787233,0
4KMXlzvtC8xjLseDqDjpeU,My Babe,Little Walter,blues,0.0,0.3332595862790254,0.7253195290668376,0.6990692864529473,0.30988378072611333,0.0675531914893617,0
5x7Oxaa9EEIx9nw17CC5yW,Chains And Things,B.B. King,blues,0.20569620253164558,0.23973491286115106,0.6150762746804709,0.579110651499483,0.10624292913709761,0.04175531914893617,0
50y6y3iwBlKKev2U4a6GK5,Let The Good Times Roll,Louis Jordan & His Tympany Five,blues,0.0,0.4006375768058811,0.7497365889413166,0.7290589451913133,0.30885529157667385,0.06316489361702128,0
6KSa2Y1HnG0XlPQfEN4Xgi,Reconsider Baby,Lowell Fulson,blues,0.0012763713080168775,0.6691438972636492,0.8104127536763021,0.6577042399172699,0.03784840069937262,0.07553191489361702,0
1cXc92MX9kFjMrrDsvdf9w,Wang Dang Doodle,Koko Taylor,blues,3.090717299578059e-06,0.5444443327064835,0.7621741719730633,0.6701137538779731,0.07024580890671603,0.238031914893617,0
1TRIYxcVJYPki5AX2hZzZT,Bad News Is Coming,Luther Allison,blues,0.2679324894514768,0.4961735335230644,0.8107105226991616,0.6608066184074457,0.03681991154993315,0.049867021276595744,0
1kPBT8S2wJFNAyBMnGVZgL,I'd Rather Go Blind,Etta James,blues,0.00020569620253164557,0.432818109594827,0.8192083925053827,0.4932781799379524,0.13606911447084233,0.032845744680851066,0
6kucNn22HB0qb2ZPa1BrNl,"Cold, Cold Feeling",Albert Collins,blues,0.02721518987341772,0.2799605788473336,0.7142104539832332,0.7373319544984488,0.0949295484932634,0.050398936170212766,0
2uDIGXUD5hLdM7wzyl1PaR,I'm A King Bee,Slim Harpo,blues,0.00033227848101265823,0.4539365842375728,0.7321224059737046,0.7166494312306101,0.14121156021803968,0.03989361702127659,0
7pzDaHQx6WFWtdx9PLPxcx,Double Trouble,Otis Rush,blues,0.004810126582278481,0.423767334747936,0.7684502267625635,0.5853154084798345,0.16075285405738968,0.052127659574468084,0
2r6Ve8kNEzqg3u45UL0muX,Big Chief - Remastered,Professor Longhair,blues,0.15189873417721517,0.731493679542232,0.8371432498053047,0.579110651499483,0.16486681065514758,0.048138297872340426,0
73GEVn1tqk9bn0KbtWsiqj,All Your Love,Magic Sam,blues,0.34177215189873417,0.701324430052595,0.779719639012323,0.4477766287487074,0.08567314614830814,0.21675531914893617,0
6tilCYbheGMHo3Hw4F22hF,Short Dressed Woman,Lafayette Leake,blues,0.07626582278481013,0.4961735335230644,0.7063768381510833,0.7931747673216133,0.06849737735266893,0.04082446808510638,0
7p5Xpx7dd9wSPJF4Q4Nfbu,Part Time Love,Clarence Carter,blues,2.310126582278481e-05,0.593720773539557,0.7366347519354985,0.7094105480868667,0.3427954335081765,0.07938829787234043,0
2mVp83pLkWJN03Ha8Txydf,"Do Right Woman, Do Right Man",Etta James,blues,7.394514767932489e-06,0.41169963495208123,0.8027852856292088,0.4643226473629783,0.44564434845212386,0.03949468085106383,0
17i5jLpzndlQhbS4SrTd0B,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,classical,0.8881856540084387,0.15526101429016784,0.5379540977598607,0.28438469493278185,0.1720662347012239,0.08457446808510638,1
4SFBV7SRNG2e2kyL1F6kjU,"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",Johann Sebastian Bach,classical,0.9462025316455697,0.12408612315087642,0.38506115717623346,0.22854188210961737,0.08567314614830814,0.05944148936170212,1
3zLTPuucd3e6TxZnu2dlVS,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,classical,0.9609704641350211,0.028147909773831192,0.2622199825919648,0.2988624612202689,0.08567314614830814,0.059308510638297875,1
4NbfriaDolX0mbgxP56YDb,"Suite No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach,classical,0.9799578059071731,0.08245255885517755,0.37200513078931696,0.07952430196483971,0.09698652679214236,0.05984042553191489,1
7B4HbpZCSfLzKGapKzlUPD,Pachelbel: Canon and Gigue for Three Violins and Continuo in D Major: Canon,Johann Pachelbel,classical,0.9936708860759493,0.1301199730488038,0.5627376425855513,0.13236814891416754,0.0908155918955055,0.04694148936170212,1
1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel,classical,0.8755274261603375,0.031164834722794875,0.41680791607494616,0.09710444674250258,0.07888511776200761,0.08058510638297872,1
5fdp9rXfEixCGLM1Og4EN1,Gnossienne No. 1,Erik Satie,classical,0.9957805907172995,0.0031979404459015074,0.243323102295112,0.38883143743536713,0.07147999588604341,0.07659574468085106,1
0jOnZhF75V68VsBObWx2XO,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns,classical,0.9071729957805907,0.013566105853840042,0.2566310870859865,0.17476732161323683,0.06356062943535946,0.05877659574468085,1
1cmigB9I6IRpFqjIbzvSQB,"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy,classical,0.9694092827004219,0.0024135399591709494,0.20321590544688262,0.34643226473629785,0.04432788234084131,0.05997340425531915,1
7ijOLIYbAqtLsqMpjWYMfL,Meditation: Méditation from Thaïs,Jules Massenet,classical,0.42405063291139244,0.06636229246070455,0.43114663979110357,0.2068252326783868,0.07446261441941789,0.061170212765957445,1
4J0e4gEqaLQlG5EM0wws1K,"An der schönen blauen Donau, Op. 314",Johann Strauss II,classical,0.6339662447257384,0.02271744486569656,0.398873058775024,0.2409513960703206,0.12784120127532653,0.04601063829787234,1
5OenUWwcUBDltPyN1Hh40D,"Danse Macabre, Op. 40, R.171",Camille Saint-Saëns,classical,0.9757383966244726,0.12911433139914924,0.4200604700169499,0.38366080661840746,0.06788028386300525,0.05611702127659574,1
0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,Gustav Mahler,classical,0.9968354430379747,0.04997033357133519,0.4349947317788263,0.08097207859358842,0.0636634783503034,0.06263297872340426,1
4YPPXfCUuKEWvvsnl64BEA,The Lark Ascending,Ralph Vaughan Williams,classical,0.310126582278481,0.010348052574945445,0.22767877594026287,0.09782833505687695,0.06510336315951867,0.06529255319148936,1
4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Sergei Rachmaninoff,classical,0.9968354430379747,0.05218274520057523,0.3976590773741353,0.20062047569803518,0.037437005039596835,0.04867021276595745,1
0k6P9cdEA9K3k0ASde2Kof,Rodrigo: Concierto de Aranjuez: II. Adagio,Joaquín Rodrigo,classical,0.9092827004219409,0.09592815696054868,0.512162719318338,0.26163391933815927,0.10624292913709761,0.05811170212765958,1
