id,artist,song_title,speechiness,liveness,energy,danceability,instrumentalness,loudness,tempo,Cluster
69,Ezale,I Ain't Trippin off Nothin,0.09635515197376719,0.14228583456114502,0.8301464605370219,0.8526682134570766,0.0,0.8671241232082951,0.33941401511617053,53
70,Disciples,They Don't Know - Original Mix,0.021188043889519483,0.09492738370869291,0.7762408462164361,0.7946635730858469,0.6823770491803278,0.8420860018298261,0.4207217504898759,20
71,Amadou & Mariam,Sabali,0.008702232311766929,0.3285624079141234,0.6348657445077298,0.5498839907192575,0.5829918032786884,0.8097285757853003,0.44411332462442854,15
72,Dusty Springfield,Spooky,0.007314919914238868,0.16438644495895605,0.7050447518307567,0.6508120649651973,2.1311475409836064e-05,0.800396462336078,0.3416709433610152,25
73,Average White Band,Pick Up The Pieces,0.02471938453777274,0.0,0.8525223759153783,0.7494199535962878,0.1331967213114754,0.8289722476364745,0.3462664458337221,35
74,The Sonics,Have Love Will Travel,0.1032917139614075,0.07535255735634604,0.9491456468673717,0.44547563805104406,0.0,0.8377859103385178,0.4801716898385743,7
75,TR/ST,Capitol,0.03026863412788499,0.789517996211324,0.9186330349877949,0.388631090487239,0.0002202868852459016,0.847880451357121,0.33334305309321643,24
76,Parquet Courts,Uncast Shadow Of A Southern Myth,0.0059276075167108075,0.05777731003999159,0.5748576078112285,0.4013921113689095,0.8411885245901638,0.7613906678865507,0.16568885882243162,65
77,Nina Simone,I Shall Be Released - Remastered,0.007314919914238868,0.0348347716270259,0.4395850284784377,0.4814385150812065,1.9057377049180327e-05,0.75742604452577,0.21288023700662495,0
78,How To Dress Well,Words I Don't Remember,0.015134317063942491,0.6095558829720059,0.20565500406834825,0.45591647331786544,0.47438524590163933,0.6012503812137846,0.1875291592796492,46
79,Twin Shadow,To The Top,0.01765670324126624,0.26015575668280366,0.7223352318958502,0.3561484918793503,1.5778688524590163e-05,0.8216224458676425,0.20449986003545767,74
80,Thundercat,Them Changes (feat. Flying Lotus & Kamasi Washington),0.04502459326522891,0.10229425384129659,0.5748576078112285,0.7761020881670534,0.0015881147540983604,0.7538883806038426,0.1972275356909583,68
81,Falcons,Aquafina (feat. GoldLink & Chaz French),0.28868709799470305,0.13597137444748475,0.7019934906427989,0.6832946635730858,0.0,0.8188167124123208,0.5609895493141738,17
82,How Sad,Hot Blur,0.25085130533484684,0.03630814565354663,0.8230268510984539,0.6508120649651973,0.6424180327868851,0.7480329368709971,0.6190456750956426,20
83,Kool & The Gang,Summer Madness,0.0170261066969353,0.05830351504946328,0.31550040683482505,0.21693735498839906,0.8749999999999999,0.5092101250381214,0.7466000279929086,9
84,James Brown,The Payback,0.2697692016647749,0.7684697958324564,0.7304719283970708,0.8642691415313225,0.00022438524590163934,0.7794144556267154,0.29145283194923954,39
85,Fool's Gold,I'm In Love,0.014125362593012988,0.06135550410439908,0.7314890154597232,0.5765661252900232,0.2694672131147541,0.7237267459591339,0.3392682187179249,51
86,Punkin Machine,I Need You Tonight,0.04288056501450373,0.06135550410439908,0.49349064279902355,0.900232018561485,0.2991803278688524,0.6711802378774016,0.43401838200989085,30
87,Ify Jerry Crusade,Everybody Likes Something Good,0.06671711439021315,0.3759208587665755,0.7426769731489015,0.5417633410672853,0.000415983606557377,0.7620616041476059,0.300620509470934,74
88,Gnonnas Pédro,Dadje Von O Von Non,0.06280741581536135,0.03567669964218059,0.6643612693246542,0.5614849187935035,1.690573770491803e-05,0.7297651723086307,0.6473360082112533,29
89,D'Angelo,Sugah Daddy,0.3012990288813218,0.01999579035992423,0.541293734743694,0.7703016241299304,0.2786885245901639,0.6612076852698993,0.2609405617243632,49
90,Swishahouse,International Players Anthem,0.4576869718753942,0.5190486213428752,0.5423108218063466,0.7099767981438515,0.0,0.7140896614821591,0.46905617243631614,18
91,ILoveMakonnen,Swerve,0.03279102030520873,0.0779835824037045,0.6724979658258747,0.8004640371229699,0.0,0.8720646538578835,0.38599888028366147,11
92,Father,Look At Wrist,0.0522133938706016,0.12755209429593772,0.6013018714401952,0.8747099767981438,1.0860655737704917e-05,0.8425129612686795,0.4672249696743491,11
93,Tame Impala,Let It Happen,0.02736789002396267,0.09913702378446644,0.8728641171684295,0.5556844547563805,0.03739754098360655,0.830466605672461,0.4498577027153121,57
94,Fetty Wap,My Way (feat. Monty),0.03783579265985623,0.13491896442854134,0.7386086248982913,0.7262180974477959,0.0,0.9147301006404391,0.467819818979192,45
95,Kwabs,Walk,0.056249211754319586,0.2096400757735214,0.8128559804719283,0.5719257540603249,0.0,0.89033241842025,0.5607096202295418,1
96,The Clash,The Magnificent Seven - Remastered,0.020809685962920932,0.015786150284150702,0.7874288039056143,0.7853828306264502,0.0,0.7590423909728575,0.39786087524493796,45
97,Tijuana Panthers,NOBO,0.018035061167864803,0.2990949273837087,0.7742066720911309,0.32018561484918795,0.01762295081967213,0.7840500152485513,0.3671503219184473,74
98,Gayngs,The Gaudy Side of Town,0.03077311136334973,0.06072405809303305,0.4151749389747762,0.6531322505800464,0.5307377049180327,0.733943275388838,0.5258876084725203,73
99,Vic Mensa,U Mad,0.040232059528313796,0.36750157861502847,0.5758746948738811,0.6774941995359628,0.0,0.8113754193351631,0.50241438835495,22
100,Neon Indian,Slumlord,0.04527683188296128,0.49273837086929073,0.9816924328722537,0.5893271461716937,0.006772540983606557,0.859499847514486,0.35078613417934124,23
101,CHVRCHES,Leave A Trace,0.0773111363349729,0.16754367501578615,0.7335231895850284,0.5197215777262181,5.881147540983606e-05,0.8318084781945715,0.3032623402071475,50
102,Disclosure,Willing & Able,1.0,0.09177015365186278,0.6389340927583401,0.4675174013921114,0.0,0.7997255260750228,0.8856722963515911,62
103,Shy Glizzy,White Girl,0.1032917139614075,0.06493369816880658,0.7914971521562245,0.6682134570765661,0.0,0.8467520585544372,0.478731221423906,14
104,ILoveMakonnen,Maneuvering,0.0380880312775886,0.7926752262681542,0.7711554109031733,0.7436194895591648,0.032786885245901634,0.8653552912473315,0.47918027433050303,10
105,The Ronettes,Be My Baby,0.023836549375709427,0.0771416543885498,0.767087062652563,0.45127610208816704,0.0,0.7949069838365355,0.47703415134832516,50
106,The Ronettes,Why Don't They Let Us Fall in Love,0.020305208727456177,0.27067985687223745,0.8118388934092757,0.44547563805104406,0.030020491803278686,0.8330893565111314,0.35197000093309694,74
107,The Shirelles,Will You Love Me Tomorrow,0.010594021944759745,0.13070932435276783,0.4873881204231082,0.4535962877030163,6.588114754098361e-05,0.8546813052759987,0.5134074367826817,0
108,The Chiffons,One Fine Day,0.1322991550006306,0.8410860871395496,0.8677786818551667,0.1496519721577726,7.520491803278688e-06,0.9274778896004879,0.7538606886255483,71
109,The Chiffons,He's So Fine - 2000 Digital Remaster,0.012359692268886363,0.15280993475057886,0.6287632221318145,0.5069605568445477,0.0,0.9097895699908508,0.143679434543249,29
110,The Crystals,Then He Kissed Me,0.01689998738806911,0.18964428541359718,0.6745321399511798,0.35846867749419953,6.526639344262295e-06,0.7670631290027446,0.5135532331809276,4
111,Lesley Gore,It's My Party,0.11464245175936437,0.07072195327299516,0.7070789259560617,0.6508120649651973,0.0,0.7823116803903628,0.46842633199589445,14
112,The Marvelettes,Please Mr. Postman,0.012359692268886363,0.11597558408756052,0.5941822620016273,0.7633410672853829,0.0,0.6967368100030497,0.42770248203788375,68
113,Bomba Estéreo,Fiesta - Remix,0.15121705133055874,0.3590822984634814,0.9074450772986167,0.5707656612529002,0.00013422131147540985,0.9320219579139981,0.4376632919660354,48
114,Lady Leshurr,Queen's Speech 4,0.6620002522386178,0.1233424542201642,0.525020341741253,0.6252900232018562,0.0,0.7009454101860323,0.26492955118036765,34
115,Jamie xx,I Know There's Gonna Be (Good Times),0.1663513683945012,0.5443064617975164,0.5890968266883645,0.5127610208816704,0.0,0.7070753278438547,0.24222613604553522,42
116,Young Thug,With That (feat. Duke),0.128515575734645,0.07293201431277627,0.5921480878763221,0.7296983758700696,0.0,0.80838670326319,0.44402584678548107,11
117,Drake,Hotline Bling,0.04288056501450373,0.021258682382656283,0.6185923515052888,0.8979118329466357,0.00026434426229508194,0.7651418115279048,0.5079721470560791,68
118,Fetty Wap,679 (feat. Remy Boyz),0.3719258418463868,0.6379709534834772,0.7141985353946297,0.5754060324825986,0.0,0.8343702348276913,0.8292374265186153,38
119,Fetty Wap,Trap Queen,0.1322991550006306,0.3527678383498211,0.8728641171684295,0.7238979118329466,0.0,0.8933821286977737,0.5844452738639544,69
120,Rae Sremmurd,No Type,0.16509017530583936,0.07766785939802148,0.47620016273392995,0.8886310904872391,4.969262295081967e-06,0.7715767002134797,0.44992185313054023,56
121,Bassnectar,Chasing Heaven,0.035817883717997226,0.10860871395495687,0.6409682668836452,0.3723897911832946,0.9754098360655736,0.8190606892345227,0.46762736773350766,65
122,Bassnectar,Speakerbox (feat. Lafa Taylor),0.20797074032034307,0.2138497158492949,0.9349064279902359,0.44663573085846864,0.001844262295081967,0.938456846599573,0.747031585331716,54
123,Rick Ross,Movin' Bass - GTA Remix,0.21427670576365243,0.29804251736476534,0.9125305126118796,0.6647331786542923,0.00010553278688524589,0.9077767612076852,0.6542409256321733,48
124,Brown Bird,Danger and Dread,0.08639172657333839,0.08471900652494213,0.4416192026037428,0.39443155452436196,0.0006475409836065573,0.7266239707227813,0.9437517495567791,0
125,M83,Midnight City,0.01576491360827343,0.16859608503472956,0.7091131000813669,0.46867749419953597,0.0,0.8103690149435803,0.3332905663898479,50
126,Fela Kuti,Water No Get Enemy - Edit,0.042628326396771346,0.0835613555041044,0.9247355573637103,0.6067285382830626,0.027254098360655735,0.7746264104910032,0.25072898199122895,57
127,Frank Ocean,Pyramids,0.031655946525413044,0.842138497158493,0.6430024410089503,0.3283062645011601,7.807377049180326e-05,0.8230558096980787,0.49041826070728756,67
128,Hercules & Love Affair,Hercules Theme,0.006684323369907937,0.15701957482635237,0.636899918633035,0.7111368909512761,0.9118852459016393,0.8209820067093625,0.33902911262480173,6
129,Kelela,Rewind,0.031655946525413044,0.10650389391707009,0.4080553295362082,0.7238979118329466,7.961065573770492e-05,0.8078682525160109,0.49090813660539334,26
130,Big K.R.I.T.,My Sub (Pt. 2: The Jackin') - Album Version (Edited),0.2571572707781562,0.261208166701747,0.6389340927583401,0.49303944315545245,0.0,0.737816407441293,0.5552218437995707,72
131,Lil Wayne,Kush,0.18779165090175304,0.08440328351925912,0.6043531326281529,0.5939675174013921,0.0,0.7354376334248246,0.20505971820472146,17
132,Willow,9,0.21427670576365243,0.09913702378446644,0.4812855980471928,0.5626450116009281,0.0001813524590163934,0.7439158279963403,0.17006858262573482,8
133,Disclosure,Magnets,0.18653045781309124,0.08650810355714589,0.6430024410089503,0.6751740139211136,1.9774590163934427e-06,0.7692284232997865,0.2574356163105347,17
134,Phantogram,Don't Move,0.011350737797956867,0.19174910545148394,0.6379170056956875,0.505800464037123,0.007643442622950819,0.8505946935041171,0.30394466735093784,29
135,Brazilian Girls,Pussy,0.11085887249337877,0.5758787623658177,0.8026851098454028,0.6682134570765661,0.06137295081967213,0.8075937785910338,0.25742978445460485,39
136,The Cool Kids,Black Mags,0.36057510404842985,0.32014312776257636,0.5768917819365337,0.7540603248259861,6.772540983606556e-05,0.8275998780115889,0.7241473826630587,18
137,Three 6 Mafia,Stay Fly - Explicit Album Version,0.013116408122083492,0.3327720479898969,0.8637103336045565,0.7726218097447796,0.0,0.8334858188472094,0.4982504432210506,69
138,Three 6 Mafia,Sippin On Some Syrup,0.10707529322739313,0.0771416543885498,0.8382831570382424,0.9535962877030161,0.0,0.8830741079597437,0.5141364187739107,53
139,Three 6 Mafia,Poppin' My Collar - feat. Project Pat - Explicit,0.1524782444192206,0.5443064617975164,0.7935313262815297,0.7041763341067285,0.0,0.8697163769441902,0.5767005691891389,39
140,Paul Wall,Sittin' Sidewayz - feat. Big Pokey Explicit,0.35679152478244425,0.18964428541359718,0.6165581773799836,0.6948955916473317,0.010553278688524589,0.8758462946020127,0.6537977045815061,44
141,The Cool Kids,Gold and a Pager,0.30256022196998367,0.008735003157230057,0.7487794955248168,0.7842227378190255,3.299180327868852e-06,0.8161634644708752,0.6656713632546422,44
142,Riskay,Smell Yo D*ck,0.39210493126497675,0.08503472953062513,0.37855980471928397,0.845707656612529,0.0,0.5950899664531869,0.40105673229448546,61
143,Ex Hex,Don't Wanna Lose,0.019674612183125238,0.12544727425805097,0.8037021969080553,0.2529002320185615,0.0,0.9057639524245196,0.7001901185033126,63
144,Baio,Endless Rhythm,0.021566401816118047,0.07861502841507052,0.8911716842961757,0.7482598607888631,0.07407786885245901,0.8133882281183287,0.43253125874778386,45
145,Shamir,Demon,0.03846638920418717,0.08135129446432332,0.6307973962571196,0.7540603248259861,0.01844262295081967,0.7528209820067093,0.7008724456471027,68
146,Deerhunter,Nothing Ever Happened,0.012738050195484928,0.12018522416333406,0.8464198535394629,0.1589327146171694,0.8432377049180326,0.8172918572735589,0.5966163571895121,43
147,Run The Jewels,Oh My Darling Don't Meow (Just Blaze Remix),0.38327657964434364,0.3043569774784256,0.7681041497152156,0.5928074245939675,0.0,0.7972857578530039,0.5954966408509844,64
148,Ibeyi,River,0.5686719636776391,0.09177015365186278,0.28193653376729044,0.617169373549884,0.003176229508196721,0.6136017078377554,0.6163571895119904,34
149,Hermitude,The Buzz (feat. Mataya & Young Tapz),0.2609408500441418,0.10860871395495687,0.5779088689991863,0.7006960556844547,0.0013831967213114753,0.8131442512961268,0.5428524773723991,17
150,Kanye West,All Day,0.15121705133055874,0.1507051147126921,0.6338486574450772,0.8503480278422274,0.0,0.8578530039646233,0.438019035177755,11
151,Future,Blood On the Money,0.13608273426661627,0.24226478636076615,0.4233116354759967,0.6751740139211136,0.09959016393442621,0.7686489783470569,0.5723616683773444,26
152,Leon Bridges,River,0.02736789002396267,0.15912439486423913,0.16700569568755086,0.6218097447795824,0.0,0.6779810917962793,0.46811724363161333,60
153,ILoveMakonnen,Trust Me Danny,0.05133055870853828,0.35066301831193436,0.832180634662327,0.44083526682134566,0.04405737704918032,0.85742604452577,0.5493258374545116,74
154,Drake,Big Rings,0.3126497666792787,0.24331719637970955,0.6724979658258747,0.7749419953596288,0.0,0.8132052455016773,0.49070985350377916,44
155,Neon Indian,Annie,0.07453651153991676,0.305409387497369,0.848454027664768,0.7146171693735499,0.03247950819672131,0.8188777066178712,0.2806755621909116,69
156,Frankey,Acamar,0.020052970109723803,0.09492738370869291,0.7365744507729861,0.759860788863109,0.8893442622950819,0.7321744434278743,0.4206692637865075,6
157,Kendrick Lamar,Alright,0.26724681548745116,0.0677752052199537,0.7772579332790887,0.7761020881670534,0.0,0.827233912778286,0.3626131380050388,44
158,Drake,Know Yourself,0.2231050573842856,0.3390865081035572,0.40195280716029286,0.7111368909512761,0.0,0.742970417810308,0.3904602500699823,22
159,Crystal Castles,Deicide,0.01589103291713962,0.22121658598189858,0.5768917819365337,0.5034802784222738,0.9334016393442622,0.6845684659957303,0.4850004665484744,66
160,Leon Bridges,Coming Home,0.007567158531971249,0.14228583456114502,0.4578925956061839,0.3538283062645011,5.6557377049180324e-05,0.8082342177493138,0.3748600354576841,12
161,Hercules & Love Affair,Hercules Theme 2014,0.017782822550132422,0.12965691433382448,0.8087876322213181,0.5116009280742458,2.776639344262295e-05,0.730070143336383,0.30405547261360455,50
162,Majid Jordan,Forever,0.2521124984235087,0.07198484529572723,0.7050447518307567,0.7320185614849188,0.012602459016393442,0.7892650198231168,0.3915799664085099,17
163,Poolside,Next to You,0.02131416319838568,0.19174910545148394,0.7620016273393002,0.7691415313225058,0.8329918032786884,0.8494053064958829,0.2689943547634599,79
164,FKA twigs,Papi Pacify,0.07958128389456427,0.18648705535676702,0.6033360455655004,0.5046403712296984,0.026946721311475408,0.7758462946020127,0.3604728468787908,29
165,Young & Sick,Magnolia,0.009963425400428806,0.06788044622184804,0.4121236777868185,0.5475638051044083,0.0046311475409836055,0.7511436413540713,0.5375863114677615,0
166,Feathers,Dark Matter,0.028629083112624548,0.05661965901915386,0.7558991049633849,0.605568445475638,0.07254098360655738,0.769685879841415,0.35650718484650556,14
167,Donnie Trumpet,Callie (feat. Vic Mensa),0.4122840206835667,0.07366870132603665,0.653173311635476,0.6751740139211136,0.00012090163934426228,0.7906373894480023,0.5960098441728096,44
168,Drake,Wu-Tang Forever,0.329045276831883,0.08650810355714589,0.3999186330349877,0.8433874709976797,0.0,0.7449527294906984,0.3033556499020249,61
